doc_id,domain,title,date_published,collection,tags,url
"90","bbc.co.uk","BBC News - Typhoon wreaks havoc on agriculture with over a million farmers affected","2013-11-13T12:28:57+00:00","haiyan","bbc","http://www.bbc.co.uk/news/science-environment-24913139"
"90","bbc.co.uk","BBC News - Typhoon wreaks havoc on agriculture with over a million farmers affected","2013-11-13T12:28:57+00:00","haiyan","bbc","http://www.bbc.co.uk/news/science-environment-24913139"
"91","bbc.co.uk","BBC News - Jersey people urged to donate to Philippines fund","2013-11-13T14:47:40+00:00","haiyan","bbc","http://www.bbc.co.uk/news/world-europe-jersey-24913875"
"92","bbc.co.uk","BBC News - Philippines typhoon: UK commits extra £30m in aid","2013-11-17T05:10:01+00:00","haiyan","bbc","http://www.bbc.co.uk/news/uk-24970066"
"93","bbc.co.uk","BBC News - Typhoon Haiyan: Your questions to Tim Willcox","2013-11-15T18:04:32+00:00","haiyan","bbc","http://www.bbc.co.uk/news/world-asia-24947468"
"93","bbc.co.uk","BBC News - Typhoon Haiyan: Your questions to Tim Willcox","2013-11-15T18:04:32+00:00","haiyan","bbc","http://www.bbc.co.uk/news/world-asia-24947468"
"94","bbc.co.uk","BBC News - Typhoon Haiyan: Stars at BT Tower for telethon","2013-11-19T20:44:37+00:00","haiyan","bbc","http://www.bbc.co.uk/news/uk-24992621"
"95","bbc.co.uk","BBC News - UK-built cameras heading for space station","2013-11-21T10:00:16+00:00","haiyan","bbc","http://www.bbc.co.uk/news/science-environment-25005726"
"96","bbc.co.uk","BBC News - Meeting Taiwan's new-age Buddhists","2014-01-30T21:54:08+00:00","haiyan","bbc","http://www.bbc.co.uk/news/world-asia-25772194"
"97","bbc.co.uk","BBC News - What in the world: A Christie-bridge theory and human trafficking about more than sex","2014-01-11T16:31:44+00:00","haiyan","bbc","http://www.bbc.co.uk/news/blogs-echochambers-25688494"
"98","bbc.co.uk","BBC News - In pictures: A week in Tacloban","2013-11-21T02:01:25+00:00","haiyan","bbc","http://www.bbc.co.uk/news/world-asia-24983447"
"99","bbc.co.uk","BBC News - Typhoon Haiyan: Irish government to provide 1m euros aid for Philippines","2013-11-12T09:40:38+00:00","haiyan","bbc","http://www.bbc.co.uk/news/world-europe-24896194"
