doc_id,domain,title,date_published,collection,tags,url,summary
haiyan-google_51-61_w21(10),scmp.com,Lessons for Hong Kong in the way typhoon Haiyan wreaked ...,,haiyan,google,http://www.scmp.com/lifestyle/technology/article/1357910/lessons-hong-kong-way-typhoon-haiyan-wreaked-destruction,"In the aftermath of Super <b>Typhoon Haiyan</b> devastating large swathes of the <br> Philippines, the <b>news</b> media have linked the storm&#39;s ferocity to climate change."
haiyan-google_51-61_w21(2),mercurynews.com,Typhoon Haiyan in the Philippines also destroyed livelihoods - San ...,2013-11-27T17:38:02-0700,haiyan,google,http://www.mercurynews.com/business/ci_24616284/typhoon-haiyan-philippines-also-destroyed-livelihoods,"As <b>Typhoon Haiyan</b> tore across the eastern Philippines, coconut plantations <br> older than the fathers of the men who tend them were smashed like matchsticks <br> and&nbsp;..."
haiyan-google_51-61_w21(3),truthrevolt.org,Media Matters Laments MSM Coverage of Typhoon Haiyan Didn&apos;t ...,,haiyan,google,http://www.truthrevolt.org/news/media-matters-laments-msm-coverage-typhoon-haiyan-didnt-blame-climate-change,Media <b>Coverage</b> Of Super <b>Typhoon Haiyan</b> Largely Overlooked Climate Change. <br> Less Than 5 Percent Of <b>Typhoon Haiyan Coverage</b> Mentioned Climate&nbsp;...
haiyan-google_51-61_w21(4),dailymail.co.uk,"Girl, 3, latest victim of Philippine&apos;s Typhoon Haiyan after hospital ...",,haiyan,google,http://www.dailymail.co.uk/news/article-2508743/Girl-3-latest-victim-Philippines-Typhoon-Haiyan-hospital-unable-provide-life-support.html,A three-day-old girl has become the latest victim of <b>Typhoon Haiyan</b> because the <br> hospital she was in .... We are no longer accepting comments on this <b>article</b>.
haiyan-google_51-61_w21(5),thelancet.com,Typhoon Haiyan and beyond : The Lancet,,haiyan,google,http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(13)62415-0,"The recent Super <b>Typhoon Haiyan</b>, the third category 5 typhoon to strike the <br> Philippines ... Media <b>coverage</b> of typhoons and their aftermath often focuses on <br> the&nbsp;..."
haiyan-google_51-61_w21(6),un.org,United Nations News Centre - Typhoon Haiyan wake-up call to ...,,haiyan,google,https://www.un.org/apps/news//story.asp?NewsID=46520&Cr=haiyan&Cr1=,"<b>Typhoon Haiyan</b>, which devastated the Philippines a week ago, is a wake-up call <br> for the international community to speed up efforts to fight climate change,&nbsp;..."
haiyan-google_51-61_w21(7),unisdr.org,Evacuation saves whole island from Typhoon Haiyan - UNISDR,,haiyan,google,http://www.unisdr.org/archive/35524,"“The day before, when it was clear how bad the typhoon would be, we decided to <br> evacuate all 1000 people. ... Home &middot; <b>News</b> Archive ... 500 houses destroyed by <br> <b>Typhoon Haiyan</b> saved the entire population according to a local leader who has<br> &nbsp;..."
haiyan-google_51-61_w21(8),pm.gc.ca,Typhoon Haiyan relief fund | Prime Minister of Canada,,haiyan,google,http://pm.gc.ca/eng/news/2014/04/03/typhoon-haiyan-relief-fund,The remaining $20.59 million from the <b>Typhoon Haiyan</b> Relief Fund will be used <br> for longer-term reconstruction and disaster risk reduction ... Return to <b>news</b>&nbsp;...
haiyan-google_51-61_w21(9),wizards.com,Typhoon Haiyan Charity : Daily MTG : Magic: The Gathering,,haiyan,google,http://www.wizards.com/magic/magazine/article.aspx?x=mtg/daily/feature/277,"here are few people who have not heard about the devastation that <b>Typhoon</b> <br> <b>Haiyan</b> wrought upon the Philippines November 8, leaving thousands without&nbsp;..."
haiyan-google_61-71(1),ctvnews.ca,Typhoon Haiyan: Devastation becomes clear | CTV News,,haiyan,google,http://www.ctvnews.ca/photo-galleries/typhoon-haiyan-devastation-becomes-clear-1.1534407,"Days after one of the strongest storms on record levelled tens of thousands of <br> houses in the central Philippines, the sheer devastation is being revealed."
haiyan-google_61-71(10),news.xinhuanet.com,"Death toll from typhoon Haiyan in Philippines rises to 5,632 - Xinhua ...",2013-11-30T09:50:39Z,haiyan,google,http://news.xinhuanet.com/english/world/2013-11/30/c_132930362.htm,"The death toll from <b>typhoon Haiyan</b> in the Philippines rose to 5632, the Philippine <br> National Disaster Risk Reduction and ... English.<b>news</b>.cn 2013-11-30 09:50:39&nbsp;..."
haiyan-google_61-71(2),breakingnewsenglish.com,Breaking News English ESL Lesson Plan on Typhoon Haiyan,,haiyan,google,http://www.breakingnewsenglish.com/1311/131116-typhoon-haiyan.html,"English <b>News</b> Lessons in 7 levels. Free 26-page lesson plan / 2-page mini-<br> lesson - <b>Typhoon Haiyan</b> - online activities, mp3, current events."
haiyan-google_61-71(3),msf.org,Typhoon Haiyan: Aid urgently needed in rural areas | Médecins ...,,haiyan,google,http://www.msf.org/article/typhoon-haiyan-aid-urgently-needed-rural-areas,"Ten days after <b>Typhoon Haiyan</b> struck the region, ports and airports are still <br> congested with cargos ... View all MSF <b>coverage</b> of its response to <b>Typhoon</b> <br> <b>Haiyan</b>&nbsp;..."
haiyan-google_61-71(4),cnbc.com,Typhoon Haiyan: Rice crops devastated by Philippine storm,,haiyan,google,http://www.cnbc.com/id/101219125,<b>Typhoon Haiyan&#39;s</b> deadly impact on the Philippines could get worse if the <br> country&#39;s ... Asia-Pacific <b>News</b>. Philippines grapples with new crisis from typhoon.
haiyan-google_61-71(5),seafarerswelfare.org,Typhoon Haiyan News,,haiyan,google,http://www.seafarerswelfare.org/news-and-media/typhoon-haiyan/typhoon-haiyan-news,It is estimated that as many as 160000 Filipino seafarers are directly affected by <br> <b>Typhoon Haiyan</b>. See bottom of page for infographic on human statis...
