doc_id,domain,title,date_published,date_query,collection,tags,url,summary
"haiyan-google_1-11_w16(01)","redcross.org","Global Red Cross Response Effort Underway in Wake of Typhoon","","w16[2014-04-09]","haiyan","google","http://www.redcross.org/news/article/Red-Cross-Sends-Support-to-Philippines-for-Typhoon-Response","... months on, the global Red Cross network continues to help families rebuild <br> and rebound from <b>Typhoon Haiyan</b>. ... Posted March 05, 2014 , Updated <b>article</b>."
"haiyan-google_1-11_w16(02)","theguardian.com","Typhoon Haiyan: an aid worker&apos;s diary of a disaster | World news ...","2013-12-21T18:06EST","w16[2014-04-09]","haiyan","google","http://www.theguardian.com/world/2013/dec/22/typhoon-haiyan-philippines-aid-workers-diary-of-disaster","When <b>typhoon Haiyan</b> hit the Philippines early last month, she was among the <br> first ... On the way to the Geneva office, I check the <b>news</b>, but there&#39;s not much&nbsp;..."
"haiyan-google_1-11_w16(03)","voanews.com","Philippines Coconut Industry Struggles to Recover after Typhoon ...","","w16[2014-04-09]","haiyan","google","http://www.voanews.com/content/philippines-coconut-industry-struggles-to-recover-after-typhon-haiyan/1866180.html","Last December, <b>Typhoon Haiyan&#39;s</b> destructive winds devastated the Philippines. <br> ... Non-Confrontational Approach in Venezuela Means Less Media <b>Coverage</b>."
"haiyan-google_1-11_w16(04)","mirror.co.uk","Typhoon Haiyan - News, views, gossip, pictures, video - Mirror Online","","w16[2014-04-09]","haiyan","google","http://www.mirror.co.uk/all-about/typhoon%20haiyan","<b>Typhoon Haiyan</b> left thousands dead in The Philippines after it struck on 7 <br> November 2013. The category five super storm - believed to the biggest storm <br> ever to&nbsp;..."
"haiyan-google_1-11_w16(05)","undp.org","Typhoon Haiyan in the Philippines | UNDP","","w16[2014-04-09]","haiyan","google","http://www.undp.org/content/undp/en/home/ourwork/crisispreventionandrecovery/projects_initiatives/Typhoon-Yolanda-Philippines.html","Before and After: One hundred days after the typhoon, children&#39;s voices and <br> smiles returned to the halls of ... Locally known as Yolanda, <b>Typhoon Haiyan</b> <br> made landfall on 8 November in the Philippines&#39; Eastern Samar province. ... <br> Latest <b>news</b>."
"haiyan-google_1-11_w16(06)","topics.nytimes.com","Typhoon Haiyan (2013) - The New York Times","","w16[2014-04-09]","haiyan","google","http://topics.nytimes.com/top/reference/timestopics/subjects/t/typhoon_haiyan_2013/","<b>News</b> about <b>Typhoon Haiyan</b> (2013). Commentary and archival information <br> about <b>Typhoon Haiyan</b> (2013) from The New York Times."
"haiyan-google_1-11_w16(07)","aljazeera.com","One hundred days since Typhoon Haiyan - Features - Al Jazeera ...","","w16[2014-04-09]","haiyan","google","http://www.aljazeera.com/indepth/features/2014/02/one-hundred-days-since-typhoon-haiyan-20142188436327673.html","Email <b>Article</b>. Print <b>Article</b>. Share <b>article</b>. Send Feedback. Two members of Girlie <br> and Berna-Mae&#39;s family were killed in <b>Typhoon Haiyan</b> [Kim Nguyen/Al Jazeera]."
"haiyan-google_1-11_w16(08)","cnn.com","Prince Charles arranges mass vaccination for Typhoon Haiyan victims","2014-03-26T06:44:06Z","w16[2014-04-09]","haiyan","google","http://www.cnn.com/2014/03/26/world/asia/philippines-prince-charles-measles-vaccination/","The virus has ravaged the country since <b>Typhoon Haiyan</b> -- known as Yolanda in <br> the Philippines -- hit on November 8 last year, ... Part of complete <b>coverage</b> on."
"haiyan-google_1-11_w16(09)","abc.net.au","Typhoon Haiyan: hundreds unburied after Philippines storm ...","","w16[2014-04-09]","haiyan","google","http://www.abc.net.au/news/2013-12-28/phils-typhoon-corpses/5177392","Residents say more than 1000 victims of Super <b>Typhoon Haiyan</b> lie unburied <br> seven ... Australia Network <b>News</b> ... Retrieving the dead after Philippines typhoon<br> &nbsp;..."
"haiyan-google_1-11_w16(10)","deseretnews.com","LDS Church continues to aid in recovery efforts following Typhoon ...","2014-03-03","w16[2014-04-09]","haiyan","google","http://www.deseretnews.com/article/865597766/Typhoon-Haiyan-recovery.html?pg=all","Three months after <b>Typhoon Haiyan</b> struck the Philippines, recovery is underway. <br> ... By Sarah Jane Weaver, Church <b>News</b> staff writer. Published: Monday, March&nbsp;..."
"haiyan-google_1-11_w17(01)","foxnews.com","Typhoon Haiyan deaths in Philippines passes 6,000 | Fox News","2013-12-13T09:22-05:00","w17[2014-04-09]","haiyan","google","http://www.foxnews.com/world/2013/12/13/typhoon-haiyan-deaths-in-philippines-passes-6000/","The death toll from <b>Typhoon Haiyan</b> that struck the central Philippines on Nov. 8 <br> has passed 6000 with nearly 1800 people missing, officials said Friday."
"haiyan-google_1-11_w17(02)","redcross.org","Global Red Cross Response Effort Underway in Wake of Typhoon","","w17[2014-04-09]","haiyan","google","http://www.redcross.org/news/article/Red-Cross-Sends-Support-to-Philippines-for-Typhoon-Response","... months on, the global Red Cross network continues to help families rebuild <br> and rebound from <b>Typhoon Haiyan</b>. ... Posted March 05, 2014 , Updated <b>article</b>."
"haiyan-google_1-11_w17(03)","theguardian.com","Typhoon Haiyan: an aid worker&apos;s diary of a disaster | World news ...","2013-12-21T18:06EST","w17[2014-04-09]","haiyan","google","http://www.theguardian.com/world/2013/dec/22/typhoon-haiyan-philippines-aid-workers-diary-of-disaster","When <b>typhoon Haiyan</b> hit the Philippines early last month, she was among the <br> first ... On the way to the Geneva office, I check the <b>news</b>, but there&#39;s not much&nbsp;..."
"haiyan-google_1-11_w17(04)","voanews.com","Philippines Coconut Industry Struggles to Recover after Typhoon ...","","w17[2014-04-09]","haiyan","google","http://www.voanews.com/content/philippines-coconut-industry-struggles-to-recover-after-typhon-haiyan/1866180.html","Last December, <b>Typhoon Haiyan&#39;s</b> destructive winds devastated the Philippines. <br> ... Non-Confrontational Approach in Venezuela Means Less Media <b>Coverage</b>."
"haiyan-google_1-11_w17(05)","mirror.co.uk","Typhoon Haiyan - News, views, gossip, pictures, video - Mirror Online","","w17[2014-04-09]","haiyan","google","http://www.mirror.co.uk/all-about/typhoon%20haiyan","<b>Typhoon Haiyan</b> left thousands dead in The Philippines after it struck on 7 <br> November 2013. The category five super storm - believed to the biggest storm <br> ever to&nbsp;..."
"haiyan-google_1-11_w17(06)","cbc.ca","Typhoon Haiyan creates testing ground for crisis mappers - World ...","","w17[2014-04-09]","haiyan","google","http://www.cbc.ca/news/world/typhoon-haiyan-creates-testing-ground-for-crisis-mappers-1.2462119","By Amber Hildebrandt, CBC <b>News</b> Posted: Dec 18, 2013 5:00 AM ET Last <br> Updated: Dec ... A month after <b>Typhoon Haiyan</b>, signs of progress in the hard-hit <br> Leyte&nbsp;..."
"haiyan-google_1-11_w17(07)","undp.org","Typhoon Haiyan in the Philippines | UNDP","","w17[2014-04-09]","haiyan","google","http://www.undp.org/content/undp/en/home/ourwork/crisispreventionandrecovery/projects_initiatives/Typhoon-Yolanda-Philippines.html","Before and After: One hundred days after the typhoon, children&#39;s voices and <br> smiles returned to the halls of ... Locally known as Yolanda, <b>Typhoon Haiyan</b> <br> made landfall on 8 November in the Philippines&#39; Eastern Samar province. ... <br> Latest <b>news</b>."
"haiyan-google_1-11_w17(08)","aljazeera.com","One hundred days since Typhoon Haiyan - Features - Al Jazeera ...","","w17[2014-04-09]","haiyan","google","http://www.aljazeera.com/indepth/features/2014/02/one-hundred-days-since-typhoon-haiyan-20142188436327673.html","Email <b>Article</b>. Print <b>Article</b>. Share <b>article</b>. Send Feedback. Two members of Girlie <br> and Berna-Mae&#39;s family were killed in <b>Typhoon Haiyan</b> [Kim Nguyen/Al Jazeera]."
"haiyan-google_1-11_w17(09)","cnn.com","Prince Charles arranges mass vaccination for Typhoon Haiyan victims","2014-03-26T06:44:06Z","w17[2014-04-09]","haiyan","google","http://www.cnn.com/2014/03/26/world/asia/philippines-prince-charles-measles-vaccination/","The virus has ravaged the country since <b>Typhoon Haiyan</b> -- known as Yolanda in <br> the Philippines -- hit on November 8 last year, ... Part of complete <b>coverage</b> on."
"haiyan-google_1-11_w17(10)","abc.net.au","Typhoon Haiyan: hundreds unburied after Philippines storm ...","","w17[2014-04-09]","haiyan","google","http://www.abc.net.au/news/2013-12-28/phils-typhoon-corpses/5177392","Residents say more than 1000 victims of Super <b>Typhoon Haiyan</b> lie unburied <br> seven ... Australia Network <b>News</b> ... Retrieving the dead after Philippines typhoon<br> &nbsp;..."
"haiyan-google_1-11_w18(01)","foxnews.com","Typhoon Haiyan deaths in Philippines passes 6,000 | Fox News","2013-12-13T09:22-05:00","w18[2014-04-09]","haiyan","google","http://www.foxnews.com/world/2013/12/13/typhoon-haiyan-deaths-in-philippines-passes-6000/","The death toll from <b>Typhoon Haiyan</b> that struck the central Philippines on Nov. 8 <br> has passed 6000 with nearly 1800 people missing, officials said Friday."
"haiyan-google_1-11_w18(02)","redcross.org","Global Red Cross Response Effort Underway in Wake of Typhoon","","w18[2014-04-09]","haiyan","google","http://www.redcross.org/news/article/Red-Cross-Sends-Support-to-Philippines-for-Typhoon-Response","... months on, the global Red Cross network continues to help families rebuild <br> and rebound from <b>Typhoon Haiyan</b>. ... Posted March 05, 2014 , Updated <b>article</b>."
"haiyan-google_1-11_w18(03)","theguardian.com","Typhoon Haiyan: an aid worker&apos;s diary of a disaster | World news ...","2013-12-21T18:06EST","w18[2014-04-09]","haiyan","google","http://www.theguardian.com/world/2013/dec/22/typhoon-haiyan-philippines-aid-workers-diary-of-disaster","When <b>typhoon Haiyan</b> hit the Philippines early last month, she was among the <br> first ... On the way to the Geneva office, I check the <b>news</b>, but there&#39;s not much&nbsp;..."
"haiyan-google_1-11_w18(04)","voanews.com","Philippines Coconut Industry Struggles to Recover after Typhoon ...","","w18[2014-04-09]","haiyan","google","http://www.voanews.com/content/philippines-coconut-industry-struggles-to-recover-after-typhon-haiyan/1866180.html","Last December, <b>Typhoon Haiyan&#39;s</b> destructive winds devastated the Philippines. <br> ... Non-Confrontational Approach in Venezuela Means Less Media <b>Coverage</b>."
"haiyan-google_1-11_w18(05)","mirror.co.uk","Typhoon Haiyan - News, views, gossip, pictures, video - Mirror Online","","w18[2014-04-09]","haiyan","google","http://www.mirror.co.uk/all-about/typhoon%20haiyan","<b>Typhoon Haiyan</b> left thousands dead in The Philippines after it struck on 7 <br> November 2013. The category five super storm - believed to the biggest storm <br> ever to&nbsp;..."
"haiyan-google_1-11_w18(06)","cbc.ca","Typhoon Haiyan creates testing ground for crisis mappers - World ...","","w18[2014-04-09]","haiyan","google","http://www.cbc.ca/news/world/typhoon-haiyan-creates-testing-ground-for-crisis-mappers-1.2462119","By Amber Hildebrandt, CBC <b>News</b> Posted: Dec 18, 2013 5:00 AM ET Last <br> Updated: Dec ... A month after <b>Typhoon Haiyan</b>, signs of progress in the hard-hit <br> Leyte&nbsp;..."
"haiyan-google_1-11_w18(07)","cnn.com","Typhoon Haiyan: Death toll rising month after storm hits Philippines ...","2013-12-09T03:42:23Z","w18[2014-04-09]","haiyan","google","http://www.cnn.com/2013/12/08/us/typhoon-haiyan-one-month/","One month after <b>Typhoon Haiyan</b> tore through six Philippine islands, the death <br> toll stands at 5924 and 1779 people are still missing, according to government&nbsp;..."
"haiyan-google_1-11_w18(08)","undp.org","Typhoon Haiyan in the Philippines | UNDP","","w18[2014-04-09]","haiyan","google","http://www.undp.org/content/undp/en/home/ourwork/crisispreventionandrecovery/projects_initiatives/Typhoon-Yolanda-Philippines.html","Before and After: One hundred days after the typhoon, children&#39;s voices and <br> smiles returned to the halls of ... Locally known as Yolanda, <b>Typhoon Haiyan</b> <br> made landfall on 8 November in the Philippines&#39; Eastern Samar province. ... <br> Latest <b>news</b>."
"haiyan-google_1-11_w18(09)","icrc.org","Philippines: Greater support needed for Typhoon Haiyan survivors ...","","w18[2014-04-09]","haiyan","google","http://www.icrc.org/eng/resources/documents/news-release/2013/12-06-philippines-typhoon-haiyan-funding.htm","06-12-2013 <b>News</b> Release 13/219. Manila / Geneva - One month after <b>Typhoon</b> <br> <b>Haiyan</b> slammed into the Philippines, the International Red Cross and Red&nbsp;..."
"haiyan-google_1-11_w18(10)","aljazeera.com","One hundred days since Typhoon Haiyan - Features - Al Jazeera ...","","w18[2014-04-09]","haiyan","google","http://www.aljazeera.com/indepth/features/2014/02/one-hundred-days-since-typhoon-haiyan-20142188436327673.html","Email <b>Article</b>. Print <b>Article</b>. Share <b>article</b>. Send Feedback. Two members of Girlie <br> and Berna-Mae&#39;s family were killed in <b>Typhoon Haiyan</b> [Kim Nguyen/Al Jazeera]."
"haiyan-google_1-11_w19(01)","foxnews.com","Typhoon Haiyan deaths in Philippines passes 6,000 | Fox News","2013-12-13T09:22-05:00","w19[2014-04-09]","haiyan","google","http://www.foxnews.com/world/2013/12/13/typhoon-haiyan-deaths-in-philippines-passes-6000/","The death toll from <b>Typhoon Haiyan</b> that struck the central Philippines on Nov. 8 <br> has passed 6000 with nearly 1800 people missing, officials said Friday."
"haiyan-google_1-11_w19(02)","redcross.org","Global Red Cross Response Effort Underway in Wake of Typhoon","","w19[2014-04-09]","haiyan","google","http://www.redcross.org/news/article/Red-Cross-Sends-Support-to-Philippines-for-Typhoon-Response","... months on, the global Red Cross network continues to help families rebuild <br> and rebound from <b>Typhoon Haiyan</b>. ... Posted March 05, 2014 , Updated <b>article</b>."
"haiyan-google_1-11_w19(03)","theguardian.com","Typhoon Haiyan: an aid worker&apos;s diary of a disaster | World news ...","2013-12-21T18:06EST","w19[2014-04-09]","haiyan","google","http://www.theguardian.com/world/2013/dec/22/typhoon-haiyan-philippines-aid-workers-diary-of-disaster","When <b>typhoon Haiyan</b> hit the Philippines early last month, she was among the <br> first ... On the way to the Geneva office, I check the <b>news</b>, but there&#39;s not much&nbsp;..."
"haiyan-google_1-11_w19(04)","voanews.com","Philippines Coconut Industry Struggles to Recover after Typhoon ...","","w19[2014-04-09]","haiyan","google","http://www.voanews.com/content/philippines-coconut-industry-struggles-to-recover-after-typhon-haiyan/1866180.html","Last December, <b>Typhoon Haiyan&#39;s</b> destructive winds devastated the Philippines. <br> ... Non-Confrontational Approach in Venezuela Means Less Media <b>Coverage</b>."
"haiyan-google_1-11_w19(05)","mirror.co.uk","Typhoon Haiyan - News, views, gossip, pictures, video - Mirror Online","","w19[2014-04-09]","haiyan","google","http://www.mirror.co.uk/all-about/typhoon%20haiyan","<b>Typhoon Haiyan</b> left thousands dead in The Philippines after it struck on 7 <br> November 2013. The category five super storm - believed to the biggest storm <br> ever to&nbsp;..."
"haiyan-google_1-11_w19(06)","cbc.ca","Typhoon Haiyan creates testing ground for crisis mappers - World ...","","w19[2014-04-09]","haiyan","google","http://www.cbc.ca/news/world/typhoon-haiyan-creates-testing-ground-for-crisis-mappers-1.2462119","By Amber Hildebrandt, CBC <b>News</b> Posted: Dec 18, 2013 5:00 AM ET Last <br> Updated: Dec ... A month after <b>Typhoon Haiyan</b>, signs of progress in the hard-hit <br> Leyte&nbsp;..."
"haiyan-google_1-11_w19(07)","cnn.com","Typhoon Haiyan: Death toll rising month after storm hits Philippines ...","2013-12-09T03:42:23Z","w19[2014-04-09]","haiyan","google","http://www.cnn.com/2013/12/08/us/typhoon-haiyan-one-month/","One month after <b>Typhoon Haiyan</b> tore through six Philippine islands, the death <br> toll stands at 5924 and 1779 people are still missing, according to government&nbsp;..."
"haiyan-google_1-11_w19(08)","undp.org","Typhoon Haiyan in the Philippines | UNDP","","w19[2014-04-09]","haiyan","google","http://www.undp.org/content/undp/en/home/ourwork/crisispreventionandrecovery/projects_initiatives/Typhoon-Yolanda-Philippines.html","Before and After: One hundred days after the typhoon, children&#39;s voices and <br> smiles returned to the halls of ... Locally known as Yolanda, <b>Typhoon Haiyan</b> <br> made landfall on 8 November in the Philippines&#39; Eastern Samar province. ... <br> Latest <b>news</b>."
"haiyan-google_1-11_w19(09)","icrc.org","Philippines: Greater support needed for Typhoon Haiyan survivors ...","","w19[2014-04-09]","haiyan","google","http://www.icrc.org/eng/resources/documents/news-release/2013/12-06-philippines-typhoon-haiyan-funding.htm","06-12-2013 <b>News</b> Release 13/219. Manila / Geneva - One month after <b>Typhoon</b> <br> <b>Haiyan</b> slammed into the Philippines, the International Red Cross and Red&nbsp;..."
"haiyan-google_1-11_w19(10)","topics.nytimes.com","Typhoon Haiyan (2013) - The New York Times","","w19[2014-04-09]","haiyan","google","http://topics.nytimes.com/top/reference/timestopics/subjects/t/typhoon_haiyan_2013/","<b>News</b> about <b>Typhoon Haiyan</b> (2013). Commentary and archival information <br> about <b>Typhoon Haiyan</b> (2013) from The New York Times."
"haiyan-google_1-11_w20(01)","foxnews.com","Typhoon Haiyan deaths in Philippines passes 6,000 | Fox News","2013-12-13T09:22-05:00","w20[2014-04-09]","haiyan","google","http://www.foxnews.com/world/2013/12/13/typhoon-haiyan-deaths-in-philippines-passes-6000/","The death toll from <b>Typhoon Haiyan</b> that struck the central Philippines on Nov. 8 <br> has passed 6000 with nearly 1800 people missing, officials said Friday."
"haiyan-google_1-11_w20(02)","online.wsj.com","Typhoon Haiyan: How a Catastrophe Unfolded - WSJ.com","2013-11-27T01:02:00.000Z","w20[2014-04-09]","haiyan","google","http://online.wsj.com/news/articles/SB10001424052702304465604579217671422015220","What resonated from the <b>news coverage</b> this time was <b>Haiyan&#39;s</b> label as a &quot;<br> <b>supertyphoon</b>.&quot; They also heard the words &quot;storm surge,&quot; but no one around them<br> &nbsp;..."
"haiyan-google_1-11_w20(03)","redcross.org","Global Red Cross Response Effort Underway in Wake of Typhoon","","w20[2014-04-09]","haiyan","google","http://www.redcross.org/news/article/Red-Cross-Sends-Support-to-Philippines-for-Typhoon-Response","... months on, the global Red Cross network continues to help families rebuild <br> and rebound from <b>Typhoon Haiyan</b>. ... Posted March 05, 2014 , Updated <b>article</b>."
"haiyan-google_1-11_w20(04)","theguardian.com","Typhoon Haiyan: an aid worker&apos;s diary of a disaster | World news ...","2013-12-21T18:06EST","w20[2014-04-09]","haiyan","google","http://www.theguardian.com/world/2013/dec/22/typhoon-haiyan-philippines-aid-workers-diary-of-disaster","When <b>typhoon Haiyan</b> hit the Philippines early last month, she was among the <br> first ... On the way to the Geneva office, I check the <b>news</b>, but there&#39;s not much&nbsp;..."
"haiyan-google_1-11_w20(05)","voanews.com","Philippines Coconut Industry Struggles to Recover after Typhoon ...","","w20[2014-04-09]","haiyan","google","http://www.voanews.com/content/philippines-coconut-industry-struggles-to-recover-after-typhon-haiyan/1866180.html","Last December, <b>Typhoon Haiyan&#39;s</b> destructive winds devastated the Philippines. <br> ... Non-Confrontational Approach in Venezuela Means Less Media <b>Coverage</b>."
"haiyan-google_1-11_w20(06)","mirror.co.uk","Typhoon Haiyan - News, views, gossip, pictures, video - Mirror Online","","w20[2014-04-09]","haiyan","google","http://www.mirror.co.uk/all-about/typhoon%20haiyan","<b>Typhoon Haiyan</b> left thousands dead in The Philippines after it struck on 7 <br> November 2013. The category five super storm - believed to the biggest storm <br> ever to&nbsp;..."
"haiyan-google_1-11_w20(07)","telegraph.co.uk","Typhoon Haiyan: Philippines death toll rises above 5,200 - Telegraph","2013-11-23","w20[2014-04-09]","haiyan","google","http://www.telegraph.co.uk/news/worldnews/asia/philippines/10469656/Typhoon-Haiyan-Philippines-death-toll-rises-above-5200.html","The death toll from <b>Typhoon Haiyan</b> has risen above 5,200, making it one of the <br> ... told a <b>news</b> conference at UN headquarters after a trip to the Philippines."
"haiyan-google_1-11_w20(08)","cbc.ca","Typhoon Haiyan creates testing ground for crisis mappers - World ...","","w20[2014-04-09]","haiyan","google","http://www.cbc.ca/news/world/typhoon-haiyan-creates-testing-ground-for-crisis-mappers-1.2462119","By Amber Hildebrandt, CBC <b>News</b> Posted: Dec 18, 2013 5:00 AM ET Last <br> Updated: Dec ... A month after <b>Typhoon Haiyan</b>, signs of progress in the hard-hit <br> Leyte&nbsp;..."
"haiyan-google_1-11_w20(09)","cnn.com","Typhoon Haiyan: Death toll rising month after storm hits Philippines ...","2013-12-09T03:42:23Z","w20[2014-04-09]","haiyan","google","http://www.cnn.com/2013/12/08/us/typhoon-haiyan-one-month/","One month after <b>Typhoon Haiyan</b> tore through six Philippine islands, the death <br> toll stands at 5924 and 1779 people are still missing, according to government&nbsp;..."
"haiyan-google_1-11_w20(10)","undp.org","Typhoon Haiyan in the Philippines | UNDP","","w20[2014-04-09]","haiyan","google","http://www.undp.org/content/undp/en/home/ourwork/crisispreventionandrecovery/projects_initiatives/Typhoon-Yolanda-Philippines.html","Before and After: One hundred days after the typhoon, children&#39;s voices and <br> smiles returned to the halls of ... Locally known as Yolanda, <b>Typhoon Haiyan</b> <br> made landfall on 8 November in the Philippines&#39; Eastern Samar province. ... <br> Latest <b>news</b>."
"haiyan-google_1-11_w21(01)","nbcnews.com","Typhoon Haiyan: A crisis by the numbers - NBC News","","w21[2014-04-09]","haiyan","google","http://www.nbcnews.com/news/other/typhoon-haiyan-crisis-numbers-f2D11609327","Kevin Frayer / Getty ImagesPhilippines rescue workers search for bodies in the <br> rubble in Tacloban on Saturday.More than a week after one of the most powerful."
"haiyan-google_1-11_w21(02)","foxnews.com","Typhoon Haiyan deaths in Philippines passes 6,000 | Fox News","2013-12-13T09:22-05:00","w21[2014-04-09]","haiyan","google","http://www.foxnews.com/world/2013/12/13/typhoon-haiyan-deaths-in-philippines-passes-6000/","The death toll from <b>Typhoon Haiyan</b> that struck the central Philippines on Nov. 8 <br> has passed 6000 with nearly 1800 people missing, officials said Friday."
"haiyan-google_1-11_w21(03)","online.wsj.com","Typhoon Haiyan: How a Catastrophe Unfolded - WSJ.com","2013-11-27T01:02:00.000Z","w21[2014-04-09]","haiyan","google","http://online.wsj.com/news/articles/SB10001424052702304465604579217671422015220","What resonated from the <b>news coverage</b> this time was <b>Haiyan&#39;s</b> label as a &quot;<br> <b>supertyphoon</b>.&quot; They also heard the words &quot;storm surge,&quot; but no one around them<br> &nbsp;..."
"haiyan-google_1-11_w21(04)","redcross.org","Global Red Cross Response Effort Underway in Wake of Typhoon","","w21[2014-04-09]","haiyan","google","http://www.redcross.org/news/article/Red-Cross-Sends-Support-to-Philippines-for-Typhoon-Response","... months on, the global Red Cross network continues to help families rebuild <br> and rebound from <b>Typhoon Haiyan</b>. ... Posted March 05, 2014 , Updated <b>article</b>."
"haiyan-google_1-11_w21(05)","ifrc.org","Typhoon Haiyan - IFRC","","w21[2014-04-09]","haiyan","google","http://www.ifrc.org/typhoon-haiyan","<b>News</b> and media ... Webstories, galleries and videos of the <b>Typhoon Haiyan</b> <br> operation in the ... <b>Typhoon Haiyan</b> – 100 days on: hopes and fears for the future."
"haiyan-google_1-11_w21(06)","theguardian.com","Typhoon Haiyan: an aid worker&apos;s diary of a disaster | World news ...","2013-12-21T18:06EST","w21[2014-04-09]","haiyan","google","http://www.theguardian.com/world/2013/dec/22/typhoon-haiyan-philippines-aid-workers-diary-of-disaster","When <b>typhoon Haiyan</b> hit the Philippines early last month, she was among the <br> first ... On the way to the Geneva office, I check the <b>news</b>, but there&#39;s not much&nbsp;..."
"haiyan-google_1-11_w21(07)","voanews.com","Philippines Coconut Industry Struggles to Recover after Typhoon ...","","w21[2014-04-09]","haiyan","google","http://www.voanews.com/content/philippines-coconut-industry-struggles-to-recover-after-typhon-haiyan/1866180.html","Last December, <b>Typhoon Haiyan&#39;s</b> destructive winds devastated the Philippines. <br> ... Non-Confrontational Approach in Venezuela Means Less Media <b>Coverage</b>."
"haiyan-google_1-11_w21(08)","mirror.co.uk","Typhoon Haiyan - News, views, gossip, pictures, video - Mirror Online","","w21[2014-04-09]","haiyan","google","http://www.mirror.co.uk/all-about/typhoon%20haiyan","<b>Typhoon Haiyan</b> left thousands dead in The Philippines after it struck on 7 <br> November 2013. The category five super storm - believed to the biggest storm <br> ever to&nbsp;..."
"haiyan-google_1-11_w21(09)","telegraph.co.uk","Typhoon Haiyan: Philippines death toll rises above 5,200 - Telegraph","2013-11-23","w21[2014-04-09]","haiyan","google","http://www.telegraph.co.uk/news/worldnews/asia/philippines/10469656/Typhoon-Haiyan-Philippines-death-toll-rises-above-5200.html","The death toll from <b>Typhoon Haiyan</b> has risen above 5,200, making it one of the <br> ... told a <b>news</b> conference at UN headquarters after a trip to the Philippines."
"haiyan-google_1-11_w21(10)","cbc.ca","Typhoon Haiyan creates testing ground for crisis mappers - World ...","","w21[2014-04-09]","haiyan","google","http://www.cbc.ca/news/world/typhoon-haiyan-creates-testing-ground-for-crisis-mappers-1.2462119","By Amber Hildebrandt, CBC <b>News</b> Posted: Dec 18, 2013 5:00 AM ET Last <br> Updated: Dec ... A month after <b>Typhoon Haiyan</b>, signs of progress in the hard-hit <br> Leyte&nbsp;..."
"haiyan-google_11-21_w17(01)","abc.net.au","Typhoon Haiyan: hundreds unburied after Philippines storm ...","","w17[2014-04-09]","haiyan","google","http://www.abc.net.au/news/2013-12-28/phils-typhoon-corpses/5177392","Residents say more than 1000 victims of Super <b>Typhoon Haiyan</b> lie unburied <br> seven ... Australia Network <b>News</b> ... Retrieving the dead after Philippines typhoon<br> &nbsp;..."
"haiyan-google_11-21_w17(02)","deseretnews.com","LDS Church continues to aid in recovery efforts following Typhoon ...","2014-03-03","w17[2014-04-09]","haiyan","google","http://www.deseretnews.com/article/865597766/Typhoon-Haiyan-recovery.html?pg=all","Three months after <b>Typhoon Haiyan</b> struck the Philippines, recovery is underway. <br> ... By Sarah Jane Weaver, Church <b>News</b> staff writer. Published: Monday, March&nbsp;..."
"haiyan-google_11-21_w17(03)","irinnews.org","Why identifying Typhoon Haiyan&apos;s dead matters to the living","","w17[2014-04-09]","haiyan","google","http://www.irinnews.org/report/99432/why-identifying-typhoon-haiyan-s-dead-matters-to-the-living","Read this <b>article</b> in: Français - عربي. Why identifying <b>Typhoon Haiyan&#39;s</b> dead <br> matters to the living. Follow @{0}. COMMENT; EMAIL; PRINT; EASY READ."
"haiyan-google_11-21_w17(04)","hawaiinewsnow.com","Filmmaker from Hawaii releases documentary about Typhoon Haiyan","","w17[2014-04-09]","haiyan","google","http://www.hawaiinewsnow.com/story/24812195/filmmaker-from-hawaii-releases-documentary-about-typhoon-haiyan","Three months after Super <b>Typhoon Haiyan</b> devastated the Philippines, the <br> destruction and relief struggles are no longer dominating headlines -- but a <br> filmmaker&nbsp;..."
"haiyan-google_11-21_w17(05)","globalnews.ca","Super Typhoon Haiyan | News, Videos &amp; Articles","","w17[2014-04-09]","haiyan","google","http://globalnews.ca/tag/super-typhoon-haiyan/","Super <b>Typhoon Haiyan</b> videos and latest <b>news</b> articles; GlobalNews.ca your <br> source for the latest <b>news</b> on Super <b>Typhoon Haiyan</b> ."
"haiyan-google_11-21_w17(06)","irinnews.org","IRIN Asia | Philippine fishermen need support after Typhoon Haiyan ...","","w17[2014-04-09]","haiyan","google","http://www.irinnews.org/report/99413/philippine-fishermen-need-support-after-typhoon-haiyan","Read this <b>article</b> in: Français - عربي. Philippine fishermen need support after <br> <b>Typhoon Haiyan</b>. Follow @{0}. COMMENT; EMAIL; PRINT; EASY READ. SHARE."
"haiyan-google_11-21_w17(07)","usatoday.com","Typhoon Haiyan deaths in Philippines pass 6,000","2013-12-12T23:13:07.0000000","w17[2014-04-09]","haiyan","google","http://www.usatoday.com/story/news/world/2013/12/12/typhoon-haiyan-deaths/4006713/","MANILA, Philippines (AP) — Officials say the death toll from <b>Typhoon Haiyan</b> that <br> struck the central Philippines on Nov. 8 has breached 6,000 with nearly 1,800&nbsp;..."
"haiyan-google_11-21_w17(08)","unhcr.org","UNHCR - Typhoon Haiyan: Indigenous people seek to break cycle ...","","w17[2014-04-09]","haiyan","google","http://www.unhcr.org/52f0c8e36.html","<b>News</b> Stories, 4 February 2014 ... But disaster struck again on November 8 last <br> year when <b>Typhoon Haiyan</b> sent a 17-foot storm surge sweeping through the&nbsp;..."
