title,date,content
"A Revolt in Turkey","2013-05-28"," ﻿When Istanbul's Gezi Park was about to be demolished for urban development, a sit-in ensued and was soon violently evicted. Photos hit national media and sparked nationwide protests and strikes on such issues as freedom of the press, expression, assembly, and the government's encroachment on secularism. <a href='http://en.wikipedia.org/wiki/2013–14_protests_in_Turkey' class='storySource'>&mdash; Wikipedia</a>"
