story_id,date,title,content
"1","2014-02-16","<strong>Protesters released.</strong> 234 protesters are released from detainment. Kiev city hall and other public buildings are abandoned by occupiers, who had been there since 1 December. <a href='http://www.bbc.com/news/world-middle-east-26248275' class='storySource'>&mdash; BBC</a>"
"2","2014-02-20","<strong>Independence Square chaos.</strong> Within 48 hours, at least 88 people are killed. <a href='http://www.bbc.com/news/world-middle-east-26248275' class='storySource'>&mdash; BBC</a>"
"3","2014-02-28","<strong>Pro-Russian gunmen sieze buildings in capital of Crimea.</strong> Although Viktor Yanukovych has fled to Russia, he insists that he is still the president.<a href='http://www.bbc.com/news/world-middle-east-26248275' class='storySource'>&mdash; BBC</a>"
"4","2014-03-01","<strong>Russian parliament approves the use of force.</strong> Vladimir Putin gets the green light to use force in Ukraine while pro-Russian rallies are held in cities around Crimea.<a href='http://www.bbc.com/news/world-middle-east-26248275' class='storySource'>&mdash; BBC</a>"
"5","2014-03-06","<strong>Crimea's parliament votes to join Russia.</strong> </strong> Vladimir Putin gets the green light to use force in Ukraine while pro-Russian rallies are held in cities around Crimea.<a href='http://www.bbc.com/news/world-middle-east-26248275' class='storySource'>&mdash; BBC</a>"
"6","2014-03-20","<strong>Increased sanctions.</strong> EU leaders condemns annexation of Crimea. US and EU extend sanctions against those involved with Russia.</strong> Vladimir Putin gets the green light to use force in Ukraine while pro-Russian rallies are held in cities around Crimea.<a href='http://www.bbc.com/news/world-middle-east-26248275' class='storySource'>&mdash; BBC</a>"
"7","2014-03-31","<strong>Slight withdrawal.</strong> According to the German government, President Putin orders a partial troop withdrawal from Ukrainian border.</strong> Vladimir Putin gets the green light to use force in Ukraine while pro-Russian rallies are held in cities around Crimea.<a href='http://www.bbc.com/news/world-middle-east-26248275' class='storySource'>&mdash; BBC</a>"
"8","2014-04-10","<strong>Threats to withold gas.</strong> President Putin warns of witholding gas from Ukraine if no payment ensues.</strong> Vladimir Putin gets the green light to use force in Ukraine while pro-Russian rallies are held in cities around Crimea.<a href='http://www.bbc.com/news/world-middle-est-26248275' class='storySource'>&mdash; BBC</a>"
"9","2014-04-22","<strong>Anti-terrorist operations restart.</strong> Ukraine begins military operations against pro-Russian militants again after weeks of stalled efforts. Two men found 'tortured to death' in eastern Ukraine, one was a politician.<a href='http://www.bbc.com/news/world-middle-east-26248275' class='storySource'>&mdash; BBC</a>"
