title,date,content
"Unrest in Ukraine","2014-02-01","Typhoon Haiyan, known as Typhoon Yolanda in the Philippines, was a powerful tropical cyclone that devastated portions of Southeast Asia, particularly the Philippines, on November 8, 2013. <a href='http://en.wikipedia.org/wiki/Typhoon_Haiyan' class='storySource'>&mdash; Wikipedia</a>"
